City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Howard Springs,AU,2021-11-20 16:02:22,-12.497,131.047,85.91,92,99,4.94
296,Boguchany,RU,2021-11-20 16:02:22,58.3814,97.4531,5.97,97,100,3.31
297,Asau,RO,2021-11-20 16:02:23,46.4333,26.4,45.52,90,43,6.29
298,Turan,VN,2021-11-20 16:02:23,16.0678,108.2208,76.98,88,20,2.3
299,Atasu,KZ,2021-11-20 16:02:24,48.6814,71.6433,11.64,75,100,8.93
300,Airai,TL,2021-11-20 16:02:24,-8.9266,125.4092,62.83,92,99,0.98
301,Port Blair,IN,2021-11-20 16:02:24,11.6667,92.75,81.73,86,66,13.06
302,Hay River,CA,2021-11-20 16:01:57,60.8156,-115.7999,4.77,89,99,11.68
303,Sinop,TR,2021-11-20 16:02:25,41.7711,34.8709,42.82,86,100,2.21
304,Kholbon,RU,2021-11-20 16:02:26,51.8833,116.25,6.64,98,96,1.36
305,Kloulklubed,PW,2021-11-20 16:02:26,7.0419,134.2556,79.3,75,36,11.83
306,Lucea,JM,2021-11-20 16:02:26,18.451,-78.1736,85.86,64,100,8.39
307,Kotma,IN,2021-11-20 16:02:27,23.2,81.9667,67.68,51,80,2.93
308,Labuan,MY,2021-11-20 16:02:27,5.2767,115.2417,78.96,77,100,4.29
309,Kangaatsiaq,GL,2021-11-20 16:02:28,68.3065,-53.4641,23.79,72,100,20.2
310,Yichang,CN,2021-11-20 16:00:19,30.7144,111.2847,57.78,88,100,1.39
311,Xichang,CN,2021-11-20 16:02:28,27.8964,102.2634,50.05,88,8,3.96
312,Arman,RU,2021-11-20 16:02:29,59.7,150.1667,17.02,80,100,11.81
313,Ilulissat,GL,2021-11-20 16:02:29,69.2167,-51.1,26.62,54,75,5.75
314,Kalga,RU,2021-11-20 16:02:29,50.9251,118.898,9.63,98,92,1.79
315,Ossora,RU,2021-11-20 16:02:30,59.2353,163.0719,28.98,75,100,15.3
316,Praia Da Vitoria,PT,2021-11-20 16:02:30,38.7333,-27.0667,67.75,73,64,21.56
317,Husavik,IS,2021-11-20 16:02:31,66.0449,-17.3389,29.07,78,99,14.7
318,Campos Do Jordao,BR,2021-11-20 16:02:31,-22.7394,-45.5914,72.95,79,94,5.26
319,Arraial Do Cabo,BR,2021-11-20 16:02:32,-22.9661,-42.0278,73.09,83,79,17.47
320,Raudeberg,NO,2021-11-20 16:02:32,61.9875,5.1352,41.2,90,100,5.01
321,Manga,BF,2021-11-20 16:02:33,11.6636,-1.0731,99.28,8,2,11.45
322,Launceston,AU,2021-11-20 16:02:33,-41.45,147.1667,51.62,89,90,3.0
323,Hamilton,US,2021-11-20 16:02:02,39.1834,-84.5333,45.0,62,1,1.99
324,Barra Patuca,HN,2021-11-20 16:02:34,15.8,-84.2833,82.56,68,100,8.41
325,Bereda,ES,2021-11-20 16:02:34,43.2686,-7.5406,61.41,72,76,0.85
326,Panaba,MX,2021-11-20 16:02:34,21.2833,-88.2667,82.17,69,100,10.36
327,Carlos Antonio Lopez,PY,2021-11-20 16:02:35,-26.4,-54.7667,91.11,25,1,1.05
328,Varhaug,NO,2021-11-20 16:02:35,58.6147,5.6457,44.89,89,100,6.91
329,Doha,QA,2021-11-20 16:02:30,25.2867,51.5333,78.78,61,0,9.22
330,Kachiry,KZ,2021-11-20 16:02:36,53.0675,76.1036,15.62,83,92,9.26
331,Mormugao,IN,2021-11-20 16:02:37,15.4,73.8,79.02,85,100,5.91
332,Susehri,TR,2021-11-20 16:02:37,40.1644,38.0867,41.52,86,98,0.56
333,Ancud,CL,2021-11-20 16:01:53,-41.8697,-73.8203,57.33,72,60,9.71
334,Edmundston,CA,2021-11-20 16:02:38,47.3737,-68.3251,34.68,59,75,10.36
335,Baghdad,IQ,2021-11-20 16:01:58,33.3406,44.4009,70.61,22,94,6.73
336,Matara,LK,2021-11-20 16:02:38,5.9485,80.5353,77.11,77,85,9.44
337,Ca Mau,VN,2021-11-20 16:02:39,9.1769,105.15,75.87,93,100,4.34
338,Kuryk,KZ,2021-11-20 16:02:40,43.2,51.65,46.74,81,18,9.53
339,Ambon,ID,2021-11-20 16:02:40,-3.6954,128.1814,77.14,88,20,8.05
340,Sikeston,US,2021-11-20 16:02:41,36.8767,-89.5879,48.85,57,75,8.05
341,Pecos,US,2021-11-20 16:01:07,31.4229,-103.4932,68.31,53,1,0.0
342,Vestmannaeyjar,IS,2021-11-20 16:02:41,63.4427,-20.2734,32.99,69,0,18.41
343,Umba,RU,2021-11-20 16:02:42,66.6871,34.3429,28.76,90,99,9.22
344,Jiayuguan,CN,2021-11-20 16:02:42,39.8167,98.3,18.97,67,19,4.56
345,Murgab,TM,2021-11-20 16:02:43,37.4966,61.9714,47.14,44,47,7.2
346,San Cristobal,VE,2021-11-20 16:02:43,7.7669,-72.225,85.64,38,54,4.76
347,Maunabo,PR,2021-11-20 16:01:23,18.0072,-65.8993,87.66,77,16,11.88
348,Nalgonda,IN,2021-11-20 16:02:44,17.05,79.2667,74.48,94,82,6.71
349,Leh,IN,2021-11-20 16:00:18,34.1667,77.5833,19.0,53,0,2.95
350,Neiafu,TO,2021-11-20 16:02:44,-18.65,-173.9833,79.48,94,20,6.91
351,Bonavista,CA,2021-11-20 16:02:45,48.6499,-53.1147,44.11,79,100,7.99
352,Hinton,CA,2021-11-20 16:01:31,53.4001,-117.5857,15.35,92,96,5.82
353,Flin Flon,CA,2021-11-20 16:02:45,54.7682,-101.865,16.39,83,66,10.38
354,Gavle,SE,2021-11-20 16:02:46,60.6745,17.1417,38.5,87,100,4.0
355,Baker City,US,2021-11-20 16:02:46,44.7749,-117.8344,33.64,100,20,0.0
356,Bud,US,2021-11-20 16:02:46,39.447,-86.1758,44.89,63,100,8.84
357,Luderitz,NA,2021-11-20 16:02:47,-26.6481,15.1594,67.32,65,12,26.64
358,Mian Channun,PK,2021-11-20 16:00:30,30.44,72.3543,67.66,19,0,5.17
359,Chato,TZ,2021-11-20 16:02:48,-2.6378,31.7669,71.67,68,71,7.05
360,Cabo San Lucas,MX,2021-11-20 16:02:49,22.8909,-109.9124,77.5,58,1,1.99
361,Wabash,US,2021-11-20 16:02:49,40.7978,-85.8205,39.88,76,100,11.16
362,Broome,US,2021-11-20 16:02:50,42.2506,-75.833,39.78,76,1,1.99
363,Salacgriva,LV,2021-11-20 16:02:50,57.7536,24.3581,41.9,70,84,15.39
364,Rabo De Peixe,PT,2021-11-20 16:02:50,37.8,-25.5833,67.51,64,20,17.27
365,Biltine,TD,2021-11-20 16:02:51,14.5333,20.9167,88.54,11,0,8.93
366,Seguin,US,2021-11-20 16:02:51,29.5688,-97.9647,63.46,94,90,6.91
367,Emerald,AU,2021-11-20 16:02:52,-23.5333,148.1667,70.34,46,91,9.01
368,Pasighat,IN,2021-11-20 16:02:52,28.0667,95.3333,63.54,49,13,3.87
369,Qasigiannguit,GL,2021-11-20 16:02:53,68.8193,-51.1922,26.85,82,100,4.07
370,Kieta,PG,2021-11-20 16:02:53,-6.2167,155.6333,78.06,82,100,1.36
371,Dillon,US,2021-11-20 16:02:53,34.4166,-79.3712,53.13,45,2,10.51
372,Prince Rupert,CA,2021-11-20 16:02:54,54.3161,-130.3201,44.76,87,100,12.26
373,Ketchikan,US,2021-11-20 16:00:10,55.3422,-131.6461,36.07,87,90,0.0
374,Swanton,US,2021-11-20 16:02:55,41.5887,-83.8911,39.18,69,20,6.91
375,Rawson,AR,2021-11-20 16:00:49,-43.3002,-65.1023,78.85,27,80,27.31
376,Sorland,NO,2021-11-20 16:02:55,67.667,12.6934,39.2,62,98,29.51
377,Anloga,GH,2021-11-20 16:02:56,5.7947,0.8973,84.78,71,80,11.63
378,Ostrovnoy,RU,2021-11-20 16:02:56,68.0531,39.5131,32.59,79,100,12.06
379,Santa Cruz,BO,2021-11-20 16:02:57,-17.8,-63.1667,90.46,35,12,6.46
380,Panorama,GR,2021-11-20 16:02:57,40.5878,23.0315,58.53,53,0,4.0
381,Kyabe,TD,2021-11-20 16:02:58,9.4515,18.9449,91.29,21,3,2.95
382,Praia,CV,2021-11-20 16:02:58,14.9215,-23.5087,86.54,58,75,13.8
383,Asahikawa,JP,2021-11-20 16:02:58,43.7678,142.3703,34.93,83,98,2.01
384,Northam,GB,2021-11-20 16:02:59,51.0333,-4.2167,52.02,88,100,9.82
385,Vardo,NO,2021-11-20 16:03:00,70.3705,31.1107,32.97,74,100,27.18
386,Humaita,BR,2021-11-20 16:03:00,-7.5061,-63.0208,86.56,60,99,3.62
387,Lawton,US,2021-11-20 16:00:09,34.6087,-98.3903,56.82,55,97,14.0
388,Sapa,PH,2021-11-20 16:03:01,5.1544,120.3241,81.14,80,65,1.99
389,Polson,US,2021-11-20 16:03:01,47.6936,-114.1632,33.8,62,71,5.37
390,Kaniv,UA,2021-11-20 16:03:02,49.7518,31.46,45.52,64,69,19.95
391,Longyearbyen,SJ,2021-11-20 16:03:03,78.2186,15.6401,6.64,72,40,10.36
392,Palmer,US,2021-11-20 16:03:03,42.1584,-72.3287,43.29,52,20,1.01
393,Salalah,OM,2021-11-20 16:03:03,17.0151,54.0924,80.69,74,0,2.3
394,Cap Malheureux,MU,2021-11-20 16:03:04,-19.9842,57.6142,77.47,66,4,5.01
395,Sur,OM,2021-11-20 16:03:05,22.5667,59.5289,75.61,56,0,8.03
396,Norden,DE,2021-11-20 16:00:57,53.6,7.2,50.97,97,100,19.77
397,North Bend,US,2021-11-20 16:03:06,43.4065,-124.2243,40.86,99,1,0.0
398,Longonjo,AO,2021-11-20 16:03:06,-12.9067,15.2533,68.27,87,100,3.18
399,Oytal,KZ,2021-11-20 16:03:06,42.9057,73.2697,37.44,50,5,6.93
400,Lata,PT,2021-11-20 16:03:07,40.1629,-8.3327,65.07,66,71,7.4
401,Hammerfest,NO,2021-11-20 16:03:07,70.6634,23.6821,30.65,80,75,14.97
402,Brae,GB,2021-11-20 16:03:08,60.3964,-1.353,44.51,82,47,19.33
403,Farafangana,MG,2021-11-20 16:03:08,-22.8167,47.8333,76.93,81,76,14.32
404,Nacala,MZ,2021-11-20 16:03:09,-14.5428,40.6728,78.94,78,4,9.71
405,Omsukchan,RU,2021-11-20 16:03:09,62.5333,155.8,-2.43,100,100,3.33
406,Esil,KZ,2021-11-20 16:03:10,51.9556,66.4042,16.95,83,100,12.37
407,Port Lincoln,AU,2021-11-20 16:01:30,-34.7333,135.8667,54.77,71,23,13.62
408,Port Hardy,CA,2021-11-20 16:01:30,50.6996,-127.4199,44.02,84,100,6.85
409,Luganville,VU,2021-11-20 16:03:11,-15.5333,167.1667,75.74,86,100,5.23
410,Honiara,SB,2021-11-20 16:03:11,-9.4333,159.95,76.77,85,52,2.1
411,Svetlogorsk,BY,2021-11-20 16:03:11,52.6333,29.7333,40.35,72,65,14.74
412,Waitati,NZ,2021-11-20 16:03:12,-45.75,170.5667,51.1,86,99,2.95
413,Meadow Lake,US,2021-11-20 16:03:12,34.8014,-106.5436,57.69,29,9,4.43
414,Werota,ET,2021-11-20 16:03:13,11.9167,37.7,67.89,52,56,0.78
415,Manta,EC,2021-11-20 16:03:14,-0.95,-80.7333,76.78,78,40,10.36
416,Tekirdag,TR,2021-11-20 16:03:14,40.978,27.5085,49.35,60,92,4.36
417,Santiago,CL,2021-11-20 15:59:46,-33.4569,-70.6483,85.17,39,0,3.44
418,Pedasi,PA,2021-11-20 16:03:15,7.5333,-80.0333,81.72,71,57,6.62
419,Norman Wells,CA,2021-11-20 16:03:15,65.282,-126.8329,-0.36,71,40,8.05
420,Kathu,TH,2021-11-20 16:03:15,7.9178,98.3332,85.69,99,100,4.16
421,Viedma,AR,2021-11-20 16:03:16,-40.8135,-62.9967,84.56,19,2,9.24
422,Tuatapere,NZ,2021-11-20 16:03:16,-46.1333,167.6833,50.22,94,100,4.0
423,Kerema,PG,2021-11-20 16:03:17,-7.9631,145.7785,78.93,86,100,3.85
424,Kasimov,RU,2021-11-20 16:03:17,54.9411,41.3953,32.18,97,100,16.24
425,Touho,NC,2021-11-20 16:03:18,-20.7833,165.2333,72.46,76,5,5.84
426,Talaya,RU,2021-11-20 16:03:18,61.3833,152.75,-3.15,100,100,0.96
427,Gat,IL,2021-11-20 16:03:19,31.61,34.7642,62.4,65,98,5.75
428,Anadyr,RU,2021-11-20 16:03:19,64.75,177.4833,-14.01,75,52,8.01
429,Kirkwall,GB,2021-11-20 16:01:53,58.9848,-2.9587,46.96,79,40,21.85
430,Dunedin,NZ,2021-11-20 16:03:20,-45.8742,170.5036,51.46,88,100,5.1
431,Sao Filipe,CV,2021-11-20 16:03:20,14.8961,-24.4956,79.12,77,97,6.38
432,Tateyama,JP,2021-11-20 16:03:21,34.9833,139.8667,57.22,72,11,8.05
433,Chumikan,RU,2021-11-20 16:03:21,54.7183,135.315,0.7,85,2,11.92
434,Fort Morgan,US,2021-11-20 16:02:30,40.2503,-103.8,51.22,38,90,4.61
435,Darab,IR,2021-11-20 16:03:22,28.7519,54.5444,63.61,44,2,4.21
436,Mizan Teferi,ET,2021-11-20 16:03:22,6.9833,35.5833,66.56,70,51,2.19
437,Provost,CA,2021-11-20 16:03:23,52.3501,-110.2683,23.09,82,93,8.9
438,Okhotsk,RU,2021-11-20 16:03:23,59.3833,143.3,7.2,80,90,19.57
439,Rio Verde De Mato Grosso,BR,2021-11-20 16:03:24,-18.9181,-54.8442,80.82,73,89,2.1
440,Chillicothe,US,2021-11-20 16:03:24,39.3331,-82.9824,40.39,69,1,6.91
441,Dong Hoi,VN,2021-11-20 16:03:25,17.4833,106.6,75.02,92,52,7.05
442,Kovur,IN,2021-11-20 16:03:25,14.4833,79.9833,79.03,89,41,8.12
443,Camacha,PT,2021-11-20 16:03:26,33.0833,-16.3333,67.42,56,20,5.75
444,Prieska,ZA,2021-11-20 16:03:26,-29.6641,22.7474,84.79,9,37,9.62
445,Kozhva,RU,2021-11-20 16:03:27,65.1073,57.0459,23.41,93,100,10.92
446,Egvekinot,RU,2021-11-20 16:03:27,66.3167,-179.1667,0.73,63,76,8.75
447,Lafia,NG,2021-11-20 16:03:28,8.4833,8.5167,93.58,29,62,2.51
448,Bira,RU,2021-11-20 16:03:28,49.0,132.4667,14.79,97,100,2.24
449,Mbalmayo,CM,2021-11-20 16:03:29,3.5167,11.5,75.43,76,72,3.78
450,Dabakala,CI,2021-11-20 16:03:29,8.3667,-4.4333,96.01,24,49,8.08
451,Flinders,AU,2021-11-20 16:03:30,-34.5833,150.8552,61.21,93,100,4.0
452,Nishihara,JP,2021-11-20 16:03:30,26.1842,127.7558,74.48,73,75,9.22
453,Saint-Philippe,RE,2021-11-20 16:03:31,-21.3585,55.7679,77.22,76,49,9.33
454,Port Macquarie,AU,2021-11-20 16:03:31,-31.4333,152.9167,66.16,100,75,8.05
455,Kahului,US,2021-11-20 16:03:31,20.8947,-156.47,76.84,83,20,6.91
456,Lagoa,PT,2021-11-20 16:03:32,39.05,-27.9833,65.08,75,98,24.61
457,Mount Isa,AU,2021-11-20 16:03:32,-20.7333,139.5,78.57,61,4,1.14
458,Puerto Carreno,CO,2021-11-20 15:59:11,6.189,-67.4859,93.18,45,45,4.32
459,Athabasca,CA,2021-11-20 16:03:33,54.7169,-113.2854,13.21,91,100,11.63
460,Thomasville,US,2021-11-20 16:03:33,35.8826,-80.082,45.16,53,79,1.99
461,Cherskiy,RU,2021-11-20 16:03:34,68.75,161.3,-17.95,92,35,1.95
462,Seoul,KR,2021-11-20 16:00:01,37.5683,126.9778,47.64,49,100,1.23
463,Klaksvik,FO,2021-11-20 16:03:34,62.2266,-6.589,38.32,79,100,27.45
464,Nagua,DO,2021-11-20 16:03:35,19.3832,-69.8474,88.11,74,40,6.91
465,Constitucion,CL,2021-11-20 16:03:35,-35.3333,-72.4167,64.74,65,13,6.71
466,Puerto Escondido,MX,2021-11-20 16:03:35,15.85,-97.0667,83.23,69,1,8.05
467,Antofagasta,CL,2021-11-20 16:03:36,-23.65,-70.4,70.21,54,9,9.24
468,Mazamari,PE,2021-11-20 16:03:36,-11.3258,-74.5308,69.46,99,100,1.19
469,Hachinohe,JP,2021-11-20 16:02:16,40.5,141.5,39.81,79,7,5.64
470,Saumur,FR,2021-11-20 16:03:37,47.3333,-0.25,43.9,61,20,2.24
471,Robertsport,LR,2021-11-20 16:03:37,6.7533,-11.3686,84.31,71,59,12.46
472,Oranjemund,NA,2021-11-20 16:03:38,-28.55,16.4333,64.06,76,1,16.87
473,Fredericksburg,US,2021-11-20 16:01:20,38.3032,-77.4605,46.87,61,1,1.01
474,Mogadishu,SO,2021-11-20 16:00:11,2.0371,45.3438,80.58,75,27,15.35
475,Verkh-Usugli,RU,2021-11-20 16:03:38,52.7,115.1667,9.68,95,100,2.26
476,Meulaboh,ID,2021-11-20 16:03:39,4.1363,96.1285,78.24,87,100,3.76
477,Santa Maria,BR,2021-11-20 15:59:29,-29.6842,-53.8069,79.9,32,0,9.22
478,Maragogi,BR,2021-11-20 16:02:34,-9.0122,-35.2225,84.07,63,72,13.44
479,Bjornevatn,NO,2021-11-20 16:03:39,69.6672,29.9847,30.54,80,90,16.11
480,Kitimat,CA,2021-11-20 16:03:29,54.0524,-128.6534,43.92,32,100,3.0
481,Thai Nguyen,VN,2021-11-20 16:03:40,21.5928,105.8442,74.98,95,100,2.82
482,Marzuq,YE,2021-11-20 16:03:40,14.4,46.4667,71.24,41,45,7.45
483,Bonnyville,CA,2021-11-20 16:03:41,54.2668,-110.735,22.8,96,100,9.35
484,Verkhoyansk,RU,2021-11-20 16:01:10,67.5447,133.385,-17.97,98,99,2.98
485,Tsumeb,NA,2021-11-20 16:03:41,-19.2333,17.7167,95.54,9,13,11.07
486,Geilo,NO,2021-11-20 16:03:42,60.5333,8.2076,25.34,92,72,7.18
487,Palana,RU,2021-11-20 16:03:42,59.1167,159.9667,23.05,69,37,17.76
488,Troitsko-Pechorsk,RU,2021-11-20 16:03:43,62.7084,56.1964,23.79,95,100,7.43
489,Sioux Lookout,CA,2021-11-20 16:03:43,50.1001,-91.917,25.09,92,99,8.59
490,Sao Jose Da Coroa Grande,BR,2021-11-20 16:03:44,-8.8978,-35.1478,83.88,64,69,12.84
491,Okmulgee,US,2021-11-20 16:01:47,35.6234,-95.9605,54.32,50,1,13.8
492,Xining,CN,2021-11-20 16:03:45,36.6167,101.7667,23.77,55,1,4.27
493,Ukiah,US,2021-11-20 16:00:02,39.1502,-123.2078,50.38,94,1,2.77
494,Wamba,NG,2021-11-20 16:03:45,8.9333,8.6,89.89,29,64,3.24
495,Savannakhet,LA,2021-11-20 16:03:46,16.566,104.751,77.59,72,52,2.48
496,Santa Helena De Goias,BR,2021-11-20 16:03:46,-17.8136,-50.5969,83.75,59,97,2.33
497,Chicama,PE,2021-11-20 16:03:47,-7.8447,-79.1469,73.47,62,99,9.69
498,Laguna,US,2021-11-20 16:03:47,38.421,-121.4238,55.9,93,1,1.99
499,Nazas,MX,2021-11-20 16:03:48,25.2333,-104.1333,65.39,54,0,1.39
500,Bathurst,AU,2021-11-20 16:03:48,-33.4166,149.5806,60.82,97,100,3.0
501,Aquiraz,BR,2021-11-20 16:03:48,-3.9014,-38.3911,90.21,57,87,15.99
502,Corrales,US,2021-11-20 16:03:49,35.2378,-106.6067,59.25,36,1,5.75
503,Nichinan,JP,2021-11-20 16:03:49,31.6,131.3667,52.75,71,69,5.26
504,Araouane,ML,2021-11-20 16:03:50,18.9048,-3.5265,91.9,16,3,18.28
505,Mariental,NA,2021-11-20 16:03:50,-24.6333,17.9667,93.83,4,8,10.92
506,Birjand,IR,2021-11-20 16:03:50,32.8663,59.2211,46.4,28,0,1.12
507,Eyl,SO,2021-11-20 16:03:51,7.9803,49.8164,78.53,66,4,15.86
508,Solnechnyy,RU,2021-11-20 16:03:51,50.7214,136.6319,8.08,97,13,2.62
509,Coihaique,CL,2021-11-20 16:03:52,-45.5752,-72.0662,65.01,59,75,6.91
510,Sassandra,CI,2021-11-20 16:03:52,4.95,-6.0833,84.33,72,21,8.57
511,Floresta,BR,2021-11-20 16:03:52,-8.6011,-38.5686,96.13,24,64,6.31
512,Touros,BR,2021-11-20 16:03:53,-5.1989,-35.4608,88.7,57,100,15.43
513,Alice Springs,AU,2021-11-20 16:03:54,-23.7,133.8833,74.75,50,39,12.66
514,Rzhaksa,RU,2021-11-20 16:03:54,52.1338,42.0264,37.67,97,100,20.78
515,Oak Harbor,US,2021-11-20 16:02:31,48.2932,-122.6432,43.79,95,99,1.01
516,Karad,IN,2021-11-20 16:03:55,17.2833,74.2,72.55,92,100,2.35
517,Necochea,AR,2021-11-20 16:03:56,-38.5473,-58.7368,90.03,26,2,10.8
518,Verkhniy Avzyan,RU,2021-11-20 16:03:56,53.5289,57.5372,22.69,94,100,8.57
519,Trakai,LT,2021-11-20 16:03:56,54.6333,24.9333,43.77,78,68,12.08
520,Kotido,UG,2021-11-20 16:03:57,2.9806,34.1331,85.14,27,97,12.41
521,Kalmunai,LK,2021-11-20 16:03:57,7.4167,81.8167,80.67,82,100,5.26
522,Yarada,IN,2021-11-20 16:03:57,17.65,83.2667,79.12,94,40,2.3
523,Belogorsk,RU,2021-11-20 16:03:58,50.9158,128.4611,6.03,95,100,2.8
524,Deep River,CA,2021-11-20 16:01:38,46.1001,-77.4995,36.43,58,94,10.49
525,Porto Santo,PT,2021-11-20 16:03:59,33.072,-16.3415,70.18,56,20,5.75
526,Shinshiro,JP,2021-11-20 16:03:59,34.9,137.5,54.77,65,7,4.47
527,Thurso,GB,2021-11-20 16:03:59,58.5927,-3.5259,46.85,83,23,29.55
528,Sola,VU,2021-11-20 16:04:00,-13.8833,167.55,80.29,72,100,11.65
529,Kamaishi,JP,2021-11-20 16:04:01,39.2667,141.8833,44.64,70,4,6.33
530,Saint-Joseph,RE,2021-11-20 16:04:01,-21.3667,55.6167,76.21,76,31,4.32
531,Mosquera,CO,2021-11-20 16:02:33,4.7059,-74.2302,62.13,74,96,4.18
532,Khor,RU,2021-11-20 16:04:01,47.8861,134.9464,14.11,97,100,2.66
533,Vieux-Habitants,GP,2021-11-20 16:04:02,16.0589,-61.7659,80.17,73,43,10.31
534,Paramonga,PE,2021-11-20 16:01:06,-10.6667,-77.8333,69.58,74,68,11.1
535,Pontes E Lacerda,BR,2021-11-20 16:04:03,-15.2261,-59.3353,81.34,77,70,2.91
536,Jovellanos,CU,2021-11-20 16:04:03,22.8044,-81.1944,79.14,67,50,6.89
537,Bubaque,GW,2021-11-20 16:04:04,11.2833,-15.8333,85.55,52,0,5.77
538,Izvoarele,RO,2021-11-20 16:04:04,45.0333,25.2667,47.16,77,5,5.35
539,Faya,SA,2021-11-20 16:04:05,18.3851,42.4509,59.52,70,6,5.97
540,Srednekolymsk,RU,2021-11-20 16:04:05,67.45,153.6833,-17.36,100,71,5.75
541,Jumla,NP,2021-11-20 16:03:05,29.2747,82.1838,44.49,74,0,4.12
542,Homer,US,2021-11-20 16:00:16,59.6425,-151.5483,-1.91,80,57,10.71
543,Songjianghe,CN,2021-11-20 16:04:06,42.1859,127.479,24.12,84,100,1.12
544,Qui Nhon,VN,2021-11-20 16:04:06,13.7667,109.2333,77.05,82,98,7.18
545,Bilibino,RU,2021-11-20 16:04:07,68.0546,166.4372,-18.47,82,82,4.07
546,Nanortalik,GL,2021-11-20 16:04:07,60.1432,-45.2371,38.26,97,100,14.74
547,Vanimo,PG,2021-11-20 16:04:08,-2.6741,141.3028,78.15,87,87,1.74
548,Bathsheba,BB,2021-11-20 16:04:08,13.2167,-59.5167,86.61,78,40,20.71
549,Soyo,AO,2021-11-20 16:04:09,-6.1349,12.3689,80.51,77,89,8.95
550,Araceli,PH,2021-11-20 16:04:09,10.5529,119.9913,83.14,78,79,13.47
551,Perelyub,RU,2021-11-20 16:04:09,51.8667,50.3667,34.54,93,100,24.67
552,Kalabo,ZM,2021-11-20 16:04:10,-14.97,22.6814,81.73,46,99,8.9
553,Dondo,MZ,2021-11-20 16:04:10,-19.6094,34.7431,80.17,72,49,9.8
554,Bintulu,MY,2021-11-20 16:04:11,3.1667,113.0333,78.73,88,100,5.03
555,Kurmanayevka,RU,2021-11-20 16:04:11,52.5093,52.0675,33.6,97,100,23.71
556,Tomatlan,MX,2021-11-20 16:04:12,19.9333,-105.25,81.81,40,8,0.69
557,Padang,ID,2021-11-20 16:02:51,-0.9492,100.3543,78.87,85,70,2.91
558,Nha Trang,VN,2021-11-20 16:00:32,12.25,109.1833,77.0,90,21,5.75
559,West Fargo,US,2021-11-20 16:04:12,46.875,-96.9004,29.01,72,1,3.0
560,Mehamn,NO,2021-11-20 16:04:13,71.0357,27.8492,30.76,67,100,27.56
561,Bridlicna,CZ,2021-11-20 16:04:13,49.9117,17.3711,48.27,92,46,6.22
562,Moerai,PF,2021-11-20 16:04:14,-22.4333,-151.3333,75.87,64,97,8.95
